;time;x;y;z
0;0.01285099983215332;-0.0021598120220005512;-0.004161146469414234;0.9702181220054626
1;0.03291916847229004;-0.004196206107735634;-0.004040534142404795;0.9694870114326477
2;0.049330711364746094;-0.005060130730271339;-0.003980227280408144;0.9705227017402649
3;0.06571555137634277;-0.006417726632207632;-0.005608501844108105;0.9719849228858948
4;0.08208727836608887;-0.004566459450870752;-0.0065130991861224174;0.9699134826660156
5;0.10204601287841797;-0.0032705722842365503;-0.005548195447772741;0.9691823720932007
6;0.11839652061462402;-0.0005553801893256605;-0.004884824156761169;0.9714365601539612
7;0.13476061820983887;0.0007273377268575132;-0.005246663466095924;0.9691213965415955
8;0.1525862216949463;-0.0005553801893256605;-0.0045832921750843525;0.9697306752204895
9;0.16874170303344727;-0.004689877387136221;-0.003377162618562579;0.9708273410797119
10;0.18842744827270508;-0.006170891225337982;-0.002412258880212903;0.9694260358810425
11;0.2045273780822754;-0.006664562504738569;-0.0027137913275510073;0.9692432880401611
12;0.22057390213012695;-0.005245257169008255;-0.005608501844108105;0.9690605401992798
13;0.24029111862182617;-0.002591774333268404;-0.006694018840789795;0.9686949253082275
14;0.25638866424560547;-0.0011724693467840552;-0.0054275826551020145;0.9704617261886597
15;0.2724626064300537;-0.0023449386935681105;-0.003075630171224475;0.9707663655281067
16;0.2849922180175781;-0.003023736644536257;-0.002412258880212903;0.9714974761009216
17;0.3010716438293457;-0.0033322812523692846;-0.0011458230437710881;0.9707663655281067
18;0.31714963912963867;-0.0012341781985014677;-0.0012664359528571367;0.9713147282600403
19;0.3334498405456543;-0.0009256337070837617;-0.005065743811428547;0.9694870114326477
20;0.35314226150512695;-0.004998421762138605;-0.00741769652813673;0.9680247902870178
21;0.36930155754089355;-0.00796044897288084;-0.006754325237125158;0.9704617261886597
22;0.3852875232696533;-0.00882437452673912;-0.005306969862431288;0.969669759273529
23;0.3978407382965088;-0.0069731068797409534;-0.004703904967755079;0.9705836176872253
24;0.4139590263366699;-0.002221520757302642;-0.0034374690148979425;0.9714365601539612
25;0.43015623092651367;0.0010303951567038894;-0.0025328719057142735;0.9709491729736328
26;0.44800376892089844;-0.0003085445496253669;-0.0018695007311180234;0.9716802835464478
27;0.46422672271728516;-0.003393990220502019;-0.0036183884367346764;0.9702789783477783
28;0.4803750514984131;-0.005306966602802277;-0.0058497278951108456;0.9537685513496399
29;0.4929366111755371;-0.005306966602802277;-0.006452792789787054;0.9651613831520081
30;0.5090839862823486;-0.0032705722842365503;-0.00633217953145504;0.9705227017402649
31;0.5252408981323242;-0.005430384073406458;-0.004643598105758429;0.9661970734596252
32;0.5414371490478516;-0.004628168419003487;-0.0018091942183673382;0.980453372001648
33;0.5611231327056885;-0.0069113983772695065;-0.0015679682837799191;0.9728987812995911
34;0.5772836208343506;0.0010910066775977612;-0.003316855989396572;0.9731424450874329
35;0.5934386253356934;-0.00018512672977522016;-0.0025328719057142735;0.9718020558357239
36;0.6059830188751221;-0.00043196239857934415;-0.004462678916752338;0.9729596376419067
37;0.6220746040344238;-0.0007405069191008806;-0.005306969862431288;0.9684512615203857
38;0.6381430625915527;-0.0041344971396028996;-0.006754325237125158;0.9696088433265686
39;0.6542613506317139;-0.008392412215471268;-0.006694018840789795;0.9684512615203857
40;0.6739084720611572;-0.0069731068797409534;-0.005367275793105364;0.9708273410797119
41;0.6900386810302734;-0.002591774333268404;-0.002894710749387741;0.9724113941192627
42;0.7061636447906494;-0.00018512672977522016;-0.00036183884367346764;0.9728987812995911
43;0.7258462905883789;-0.0010490515269339085;-0.003075630171224475;0.9707054495811462
44;0.7420024871826172;-0.0003085445496253669;-0.00476421182975173;0.9700353145599365
45;0.7581131458282471;-0.0021598120220005512;-0.006573405582457781;0.9700353145599365
46;0.7777993679046631;-0.004689877387136221;-0.006271873135119677;0.9693042635917664
47;0.7939300537109375;-0.006232599727809429;-0.00597034115344286;0.9696088433265686
48;0.8100316524505615;-0.006170891225337982;-0.00512605020776391;0.9703399538993835
49;0.8225667476654053;-0.004257914610207081;-0.005186356604099274;0.9706445932388306
50;0.838752031326294;-0.0029620276764035225;-0.0034374690148979425;0.9713756442070007
51;0.8548502922058105;-0.0013575960183516145;-0.003558082040399313;0.9718020558357239
52;0.8709518909454346;-0.0019129762658849359;-0.0028344043530523777;0.9723504185676575
53;0.8905582427978516;-0.0025300653651356697;-0.003739001462236047;0.9711319208145142
54;0.90665602684021;-0.004443041514605284;-0.0031962431967258453;0.9702789783477783
55;0.9227378368377686;-0.005060130730271339;-0.005548195447772741;0.9689996242523193
56;0.9353206157684326;-0.004196206107735634;-0.006030647549778223;0.9683903455734253
57;0.9514214992523193;-0.004257914610207081;-0.006392486393451691;0.9692432880401611
58;0.9675121307373047;-0.0029620276764035225;-0.005789421498775482;0.9699743986129761
59;0.9836032390594482;-0.002715192036703229;-0.004884824156761169;0.9704617261886597
60;1.0033175945281982;-0.0032705722842365503;-0.003739001462236047;0.9695479273796082
61;1.0194029808044434;-0.0025300653651356697;-0.0032565495930612087;0.9712538123130798
62;1.0355281829833984;-0.0020363940857350826;-0.0027740977238863707;0.970400869846344
63;1.0496306419372559;-0.0017278495943173766;-0.003497775411233306;0.9696088433265686
64;1.062152624130249;-0.0031471545808017254;-0.003980227280408144;0.9702181220054626
65;1.0782108306884766;-0.004011079203337431;-0.005306969862431288;0.9691213965415955
66;1.0907349586486816;-0.005060130730271339;-0.0054275826551020145;0.9689996242523193
67;1.1068222522735596;-0.004196206107735634;-0.006090953480452299;0.9699743986129761
68;1.1229469776153564;-0.0029620276764035225;-0.006754325237125158;0.9701571464538574
69;1.1390390396118164;-0.002715192036703229;-0.005608501844108105;0.9691213965415955
70;1.15162992477417;-0.0023449386935681105;-0.004462678916752338;0.9719849228858948
71;1.1677424907684326;-0.0019746851176023483;-0.003739001462236047;0.9706445932388306
72;1.1838352680206299;-0.002900318941101432;-0.003558082040399313;0.9713147282600403
73;1.19997239112854;-0.0041344971396028996;-0.003075630171224475;0.9718630313873291
74;1.2124435901641846;-0.005368675570935011;-0.002171033062040806;0.9705836176872253
75;1.228513240814209;-0.005738928448408842;-0.0038596142549067736;0.9693042635917664
76;1.244668960571289;-0.005245257169008255;-0.005186356604099274;0.9704617261886597
77;1.2607529163360596;-0.005306966602802277;-0.005910034291446209;0.9705227017402649
78;1.2733051776885986;-0.004196206107735634;-0.005668808706104755;0.9710710048675537
79;1.2893798351287842;-0.0012341781985014677;-0.004884824156761169;0.9685731530189514
80;1.3054611682891846;0.0013940640492364764;-0.004161146469414234;0.9700353145599365
81;1.321530818939209;0.0011516180820763111;-0.005729115102440119;0.969365119934082
82;1.3341233730316162;-6.170890992507339e-05;-0.004342066124081612;0.9727159738540649
83;1.3517835140228271;-0.0043196240440011024;-0.003980227280408144;0.9699743986129761
84;1.3644354343414307;-0.007651905063539743;-0.0034374690148979425;0.9713756442070007
85;1.3769667148590088;-0.007898740470409393;-0.0036786948330700397;0.9712538123130798
86;1.3930394649505615;-0.006170891225337982;-0.0034374690148979425;0.9732642769813538
87;1.409137487411499;-0.0033322812523692846;-0.003980227280408144;0.9702789783477783
88;1.4252445697784424;0.00048489184700883925;-0.0054275826551020145;0.9719239473342896
89;1.4378092288970947;-0.0007405069191008806;-0.00615126034244895;0.9671109318733215
90;1.4539299011230469;-0.001604431658051908;-0.00512605020776391;0.9724723100662231
91;1.4700238704681396;-0.002098103053867817;-0.006754325237125158;0.9719849228858948
92;1.4861302375793457;-0.0007405069191008806;-0.005306969862431288;0.9704617261886597
93;1.4987053871154785;-0.0021598120220005512;-0.005367275793105364;0.9696088433265686
94;1.5147984027862549;-0.004381333012133837;-0.0050054374150931835;0.9713147282600403
95;1.5308897495269775;-0.00833070371299982;-0.003497775411233306;0.9696088433265686
96;1.5470850467681885;-0.007158233784139156;-0.004161146469414234;0.96979159116745
97;1.5596349239349365;-0.005060130730271339;-0.003497775411233306;0.96979159116745
